Month_Year,Country,Month_Ahead_FX,CEP_Log,RER_Level,Momentum_Log,DXY_Level,FX_Vol_Abs,TED_Rel,VIX_Rel,NBER,Row,Column
2018-Feb,Peru,0.011955525,-0.00078854,95.56,0.007130708,108.3567,0.0027,-0.0313,1.0307,0,48,19
2018-Feb,Norway,0.00664218,-0.00557692,108.36,0.062404412,108.3567,0.0067,-0.0313,1.0307,0,48,20
2018-Feb,New_Zealand,0.003323182,0.00105116,103.85,0.038346452,108.3567,0.007,-0.0313,1.0307,0,48,21
2018-Feb,South_Africa,-0.003615691,0.00019394,121.65,0.041294495,108.3567,0.0105,-0.0313,1.0307,0,48,22
2018-Feb,Chile,-0.014455991,-0.00059762,117.07,0.020546416,108.3567,0.0053,-0.0313,1.0307,0,48,23
2018-Feb,Canada,-0.004743215,-0.00159084,103.26,0.021214134,108.3567,0.0053,-0.0313,1.0307,0,48,24
2018-Feb,Australia,-0.010752095,0.00079792,107.43,0.031916932,108.3567,0.0061,-0.0313,1.0307,0,48,25
2018-Feb,Mexico,0.036807335,-0.00117716,105.37,0.055324854,108.3567,0.0071,-0.0313,1.0307,0,48,26
2018-Feb,Brazil,-0.017953584,0.00079195,136.22,0.038878994,108.3567,0.0064,-0.0313,1.0307,0,48,27
2018-Feb,Russia,-0.013759963,-0.0055916,110.14,0.025831361,108.3567,0.009,-0.0313,1.0307,0,48,28
2018-Jan,Ireland,-0.01844606,0.0013102,103.13,0.007866808,110.8758,0.0046,0.1034,0.078,0,49,13
2018-Jan,Indonesia,-0.0260272,0.0059589,100.88,-0.003027061,110.8758,0.0025,0.1034,0.078,0,49,14
2018-Jan,Netherlands,-0.01844606,0.00929015,97.96,0.007866808,110.8758,0.0046,0.1034,0.078,0,49,15
2018-Jan,Denmark,-0.018396149,0.0049582,100.24,0.007611071,110.8758,0.0046,0.1034,0.078,0,49,16
2018-Jan,Malaysia,-0.00396699,0.01174011,106.14,0.010699235,110.8758,0.0029,0.1034,0.078,0,49,17
2018-Jan,Colombia,-0.01267818,0.00679677,114.17,0.010006774,110.8758,0.0072,0.1034,0.078,0,49,18
2018-Jan,Peru,-0.015682238,0.00656471,97.76,-0.002319648,110.8758,0.0014,0.1034,0.078,0,49,19
2018-Jan,Norway,-0.024292381,0.01406422,107.69,0.013398326,110.8758,0.0041,0.1034,0.078,0,49,20
2018-Jan,New_Zealand,-0.020998507,0.00379603,104.29,0.036796333,110.8758,0.004,0.1034,0.078,0,49,21
2018-Jan,South_Africa,0.005853065,0.00391029,118.66,0.102483609,110.8758,0.0065,0.1034,0.078,0,49,22
2018-Jan,Chile,0.012382248,0.00861906,117.15,0.051293294,110.8758,0.0054,0.1034,0.078,0,49,23
2018-Jan,Canada,-0.041130564,0.00681476,104.89,0.024892338,110.8758,0.0035,0.1034,0.078,0,49,24
2018-Jan,Australia,-0.037057671,0.00612754,110.14,0.030587404,110.8758,0.0038,0.1034,0.078,0,49,25
2018-Jan,Mexico,-0.012827198,0.00277363,104.48,-0.053256046,110.8758,0.0065,0.1034,0.078,0,49,26
2018-Jan,Brazil,-0.018658418,0.00175428,139.02,-0.011997653,110.8758,0.0064,0.1034,0.078,0,49,27
2018-Jan,Russia,-0.002722889,0.01233198,112.04,0.013558963,110.8758,0.0043,0.1034,0.078,0,49,28
2017-Dec,Ireland,0.034734816,-0.00026315,103.03,0.021915427,111.1635,0.0031,0.45,-0.0266,0,50,13
2017-Dec,Indonesia,0.013208859,0.00030593,101.03,0.002658398,111.1635,0.0006,0.45,-0.0266,0,50,14
2017-Dec,Netherlands,0.034734816,0.00157866,97.68,0.021915427,111.1635,0.0031,0.45,-0.0266,0,50,15
2017-Dec,Denmark,0.034334618,0.00019014,100.07,0.02178763,111.1635,0.0031,0.45,-0.0266,0,50,16
2017-Dec,Malaysia,0.036385961,0.00047938,104.72,0.034623004,111.1635,0.0025,0.45,-0.0266,0,50,17
2017-Dec,Colombia,0.052529541,0.00122953,110.81,0.009585419,111.1635,0.0034,0.45,-0.0266,0,50,18
2017-Dec,Peru,0.007130708,0.00048864,98.84,0.00601993,111.1635,0.0047,0.45,-0.0266,0,50,19
2017-Dec,Norway,0.062404412,0.00457797,105.19,-0.018333109,111.1635,0.0052,0.45,-0.0266,0,50,20
2017-Dec,New_Zealand,0.038346452,-0.0004635,102.39,-0.002193785,111.1635,0.0049,0.45,-0.0266,0,50,21
2017-Dec,South_Africa,0.041294495,0.00214356,112.65,0.031129715,111.1635,0.0118,0.45,-0.0266,0,50,22
2017-Dec,Chile,0.020546416,0.00051567,113.07,-0.017226351,111.1635,0.0066,0.45,-0.0266,0,50,23
2017-Dec,Canada,0.021214134,0.00116392,102.85,-0.000775855,111.1635,0.0051,0.45,-0.0266,0,50,24
2017-Dec,Australia,0.031916932,0.00585813,108.22,-0.011694503,111.1635,0.0038,0.45,-0.0266,0,50,25
2017-Dec,Mexico,0.055324854,0.00035737,104.37,0.027426539,111.1635,0.005,0.45,-0.0266,0,50,26
2017-Dec,Brazil,0.038878994,0.00100653,137.15,-6.11E-05,111.1635,0.0075,0.45,-0.0266,0,50,27
2017-Dec,Russia,0.025831361,0.00370337,110.66,-0.002271393,111.1635,0.0046,0.45,-0.0266,0,50,28
2017-Nov,Ireland,0.007866808,0.00030026,103.04,-0.014324938,110.8892,0.0041,-0.3103,0.0405,0,51,13
2017-Nov,Indonesia,-0.003027061,0.00198238,101.37,-0.006659292,110.8892,0.0014,-0.3103,0.0405,0,51,14
2017-Nov,Netherlands,0.007866808,0.00902102,97.8,-0.014324938,110.8892,0.0041,-0.3103,0.0405,0,51,15
2017-Nov,Denmark,0.007611071,0.00181205,100.43,-0.01439282,110.8892,0.0041,-0.3103,0.0405,0,51,16
2017-Nov,Malaysia,0.010699235,0.01018221,103.07,-0.002958407,110.8892,0.0025,-0.3103,0.0405,0,51,17
2017-Nov,Colombia,0.010006774,0.00559446,110.13,-0.036279958,110.8892,0.0048,-0.3103,0.0405,0,51,18
2017-Nov,Peru,-0.002319648,0.00139133,99.45,0.003655974,110.8892,0.0029,-0.3103,0.0405,0,51,19
2017-Nov,Norway,0.013398326,0.01374029,107.83,-0.025749302,110.8892,0.0052,-0.3103,0.0405,0,51,20
2017-Nov,New_Zealand,0.036796333,0.00108414,101.82,-0.051256771,110.8892,0.0046,-0.3103,0.0405,0,51,21
2017-Nov,South_Africa,0.102483609,0.00155846,105.3,-0.041769715,110.8892,0.0112,-0.3103,0.0405,0,51,22
2017-Nov,Chile,0.051293294,-0.00042177,114.25,0.005566677,110.8892,0.0058,-0.3103,0.0405,0,51,23
2017-Nov,Canada,0.024892338,0.00582507,103.56,-0.032901078,110.8892,0.0036,-0.3103,0.0405,0,51,24
2017-Nov,Australia,0.030587404,0.00301614,108.57,-0.022986549,110.8892,0.0038,-0.3103,0.0405,0,51,25
2017-Nov,Mexico,-0.053256046,0.00249855,105.21,-0.047980965,110.8892,0.0062,-0.3103,0.0405,0,51,26
2017-Nov,Brazil,-0.011997653,0.00148077,139.11,-0.034508693,110.8892,0.0074,-0.3103,0.0405,0,51,27
2017-Nov,Russia,0.013558963,0.01389481,110.53,-0.013901225,110.8892,0.0085,-0.3103,0.0405,0,51,28
2017-Oct,Ireland,0.021915427,0.00017113,103.37,-0.008094479,108.8542,0.0046,0,-0.0297,0,52,13
2017-Oct,Indonesia,0.002658398,-0.00028307,101.52,-0.009548036,108.8542,0.0021,0,-0.0297,0,52,14
2017-Oct,Netherlands,0.021915427,0.00319323,98,-0.008094479,108.8542,0.0046,0,-0.0297,0,52,15
2017-Oct,Denmark,0.02178763,0.00016112,100.5,-0.008563212,108.8542,0.0046,0,-0.0297,0,52,16
2017-Oct,Malaysia,0.034623004,0.0033246,101.15,0.011781475,108.8542,0.0016,0,-0.0297,0,52,17
2017-Oct,Colombia,0.009585419,0.001745,112.08,0.004915185,108.8542,0.0048,0,-0.0297,0,52,18
2017-Oct,Peru,0.00601993,0.0013462,99.2,-0.008221629,108.8542,0.0018,0,-0.0297,0,52,19
2017-Oct,Norway,-0.018333109,0.00664285,109.97,-0.025346803,108.8542,0.0053,0,-0.0297,0,52,20
2017-Oct,New_Zealand,-0.002193785,0.00096751,103.96,0.003754437,108.8542,0.0054,0,-0.0297,0,52,21
2017-Oct,South_Africa,0.031129715,-0.00222967,108.02,-0.041903456,108.8542,0.0096,0,-0.0297,0,52,22
2017-Oct,Chile,-0.017226351,0.00416804,114.88,-0.023415087,108.8542,0.0052,0,-0.0297,0,52,23
2017-Oct,Canada,-0.000775855,0.00159053,104.68,0.00104221,108.8542,0.0041,0,-0.0297,0,52,24
2017-Oct,Australia,-0.011694503,-0.00468258,110.86,-0.014323079,108.8542,0.0046,0,-0.0297,0,52,25
2017-Oct,Mexico,0.027426539,0.00094332,104.88,-0.02037046,108.8542,0.0051,0,-0.0297,0,52,26
2017-Oct,Brazil,-6.11E-05,-0.00092403,141.77,-0.004438252,108.8542,0.0048,0,-0.0297,0,52,27
2017-Oct,Russia,-0.002271393,0.00499563,112.57,0.008432877,108.8542,0.0041,0,-0.0297,0,52,28
2017-Sep,Ireland,-0.014324938,-0.00050246,103.88,0.005726814,109.9059,0.0047,-0.0333,-0.1285,0,53,13
2017-Sep,Indonesia,-0.006659292,0.00410545,102.34,-0.001350034,109.9059,0.003,-0.0333,-0.1285,0,53,14
2017-Sep,Netherlands,-0.014324938,0.00482652,98.16,0.005726814,109.9059,0.0047,-0.0333,-0.1285,0,53,15
2017-Sep,Denmark,-0.01439282,-0.00343548,100.6,0.005605476,109.9059,0.0047,-0.0333,-0.1285,0,53,16
2017-Sep,Malaysia,-0.002958407,0.0110254,100.78,0.002573402,109.9059,0.0029,-0.0333,-0.1285,0,53,17
2017-Sep,Colombia,-0.036279958,0.00411113,112.27,0.012443046,109.9059,0.0045,-0.0333,-0.1285,0,53,18
2017-Sep,Peru,0.003655974,0.00309956,98.89,0.001791728,109.9059,0.0018,-0.0333,-0.1285,0,53,19
2017-Sep,Norway,-0.025749302,0.01138474,110.91,0.013033587,109.9059,0.0056,-0.0333,-0.1285,0,53,20
2017-Sep,New_Zealand,-0.051256771,0.00045922,106.02,-0.045614061,109.9059,0.006,-0.0333,-0.1285,0,53,21
2017-Sep,South_Africa,-0.041769715,0.00003398,111.24,0.013389353,109.9059,0.0063,-0.0333,-0.1285,0,53,22
2017-Sep,Chile,0.005566677,0.0001279,113.9,0.038315254,109.9059,0.0051,-0.0333,-0.1285,0,53,23
2017-Sep,Canada,-0.032901078,0.00299704,106.52,-0.000240414,109.9059,0.0053,-0.0333,-0.1285,0,53,24
2017-Sep,Australia,-0.022986549,-0.00079638,112.28,-0.007022853,109.9059,0.0048,-0.0333,-0.1285,0,53,25
2017-Sep,Mexico,-0.047980965,0.00163984,109.36,-0.005062564,109.9059,0.0048,-0.0333,-0.1285,0,53,26
2017-Sep,Brazil,-0.034508693,-0.00036719,142.63,-0.006854473,109.9059,0.0048,-0.0333,-0.1285,0,53,27
2017-Sep,Russia,-0.013901225,0.00973077,111.39,0.030130844,109.9059,0.0062,-0.0333,-0.1285,0,53,28
2017-Aug,Ireland,-0.008094479,-0.00084615,104.7,0.035854763,111.0606,0.0046,0.25,0.1676,0,54,13
2017-Aug,Indonesia,-0.009548036,0.00577126,102.95,7.50E-05,111.0606,0.0008,0.25,0.1676,0,54,14
2017-Aug,Netherlands,-0.008094479,0.00402526,98.57,0.035854763,111.0606,0.0046,0.25,0.1676,0,54,15
2017-Aug,Denmark,-0.008563212,-0.00146975,100.92,0.035696849,111.0606,0.0045,0.25,0.1676,0,54,16
2017-Aug,Malaysia,0.011781475,0.00775684,99.8,0.002566796,111.0606,0.0009,0.25,0.1676,0,54,17
2017-Aug,Colombia,0.004915185,0.00523786,111.29,0.019112435,111.0606,0.0055,0.25,0.1676,0,54,18
2017-Aug,Peru,-0.008221629,0.00710188,100.34,0.002065766,111.0606,0.0016,0.25,0.1676,0,54,19
2017-Aug,Norway,-0.025346803,0.00763268,110.77,0.059720341,111.0606,0.0048,0.25,0.1676,0,54,20
2017-Aug,New_Zealand,0.003754437,-0.00005885,107.91,0.024386523,111.0606,0.0051,0.25,0.1676,0,54,21
2017-Aug,South_Africa,-0.041903456,0.0049586,111.31,-0.008980372,111.0606,0.0076,0.25,0.1676,0,54,22
2017-Aug,Chile,-0.023415087,0.01116651,112.14,0.023342742,111.0606,0.0047,0.25,0.1676,0,54,23
2017-Aug,Canada,0.00104221,0.00324943,104.38,0.038135051,111.0606,0.005,0.25,0.1676,0,54,24
2017-Aug,Australia,-0.014323079,0.00782921,112.45,0.040291018,111.0606,0.0044,0.25,0.1676,0,54,25
2017-Aug,Mexico,-0.02037046,0.00148698,110.14,0.018438758,111.0606,0.0046,0.25,0.1676,0,54,26
2017-Aug,Brazil,-0.004438252,0.00044746,143.44,0.056107498,111.0606,0.0038,0.25,0.1676,0,54,27
2017-Aug,Russia,0.008432877,0.00816239,109.34,-0.014279626,111.0606,0.0048,0.25,0.1676,0,54,28
2017-Jul,Ireland,0.005726814,0.00034318,103.24,0.016061058,112.7603,0.0047,-0.1429,-0.0238,0,55,13
2017-Jul,Indonesia,-0.001350034,0.00218022,104.62,-0.000300233,112.7603,0.0012,-0.1429,-0.0238,0,55,14
2017-Jul,Netherlands,0.005726814,0.00364773,97.85,0.016061058,112.7603,0.0047,-0.1429,-0.0238,0,55,15
2017-Jul,Denmark,0.005605476,0.00173667,100.79,0.016399557,112.7603,0.0048,-0.1429,-0.0238,0,55,16
2017-Jul,Malaysia,0.002573402,0.00349141,100.17,-0.002800469,112.7603,0.0009,-0.1429,-0.0238,0,55,17
2017-Jul,Colombia,0.012443046,0.00328922,110.38,-0.042164303,112.7603,0.0054,-0.1429,-0.0238,0,55,18
2017-Jul,Peru,0.001791728,0.00339135,101.02,0.006845032,112.7603,0.0016,-0.1429,-0.0238,0,55,19
2017-Jul,Norway,0.013033587,0.00375705,110.08,0.010536953,112.7603,0.0045,-0.1429,-0.0238,0,55,20
2017-Jul,New_Zealand,-0.045614061,-0.00115546,110.22,0.034691976,112.7603,0.0051,-0.1429,-0.0238,0,55,21
2017-Jul,South_Africa,0.013389353,0.00333514,113.93,0.004122519,112.7603,0.0098,-0.1429,-0.0238,0,55,22
2017-Jul,Chile,0.038315254,0.0061791,111.29,0.012592892,112.7603,0.0043,-0.1429,-0.0238,0,55,23
2017-Jul,Canada,-0.000240414,0.0028715,104.33,0.040593609,112.7603,0.0052,-0.1429,-0.0238,0,55,24
2017-Jul,Australia,-0.007022853,0.00780008,112.12,0.034009232,112.7603,0.0058,-0.1429,-0.0238,0,55,25
2017-Jul,Mexico,-0.005062564,0.00115272,110.58,0.027022492,112.7603,0.0058,-0.1429,-0.0238,0,55,26
2017-Jul,Brazil,-0.006854473,0.00297225,142.48,-0.024524765,112.7603,0.0044,-0.1429,-0.0238,0,55,27
2017-Jul,Russia,0.030130844,0.00519097,111.74,-0.040146455,112.7603,0.0066,-0.1429,-0.0238,0,55,28
2017-Jun,Ireland,0.035854763,0.00031865,102.03,0.03126384,114.2591,0.0045,-0.0345,-0.0322,0,56,13
2017-Jun,Indonesia,7.50E-05,-0.00288705,105.17,0.000450315,114.2591,0.0008,-0.0345,-0.0322,0,56,14
2017-Jun,Netherlands,0.035854763,-0.00664557,96.34,0.03126384,114.2591,0.0045,-0.0345,-0.0322,0,56,15
2017-Jun,Denmark,0.035696849,0.00020272,99.29,0.03148648,114.2591,0.0045,-0.0345,-0.0322,0,56,16
2017-Jun,Malaysia,0.002566796,-0.01163108,100.97,0.013924569,114.2591,0.0015,-0.0345,-0.0322,0,56,17
2017-Jun,Colombia,0.019112435,-0.00431515,114.42,0.007621772,114.2591,0.0062,-0.0345,-0.0322,0,56,18
2017-Jun,Peru,0.002065766,-0.00049166,100.96,-0.007800304,114.2591,0.0016,-0.0345,-0.0322,0,56,19
2017-Jun,Norway,0.059720341,-0.01134812,107.85,0.017372935,114.2591,0.0048,-0.0345,-0.0322,0,56,20
2017-Jun,New_Zealand,0.024386523,-0.00027716,109.16,0.030974659,114.2591,0.0043,-0.0345,-0.0322,0,56,21
2017-Jun,South_Africa,-0.008980372,-0.00114501,116.9,0.019673162,114.2591,0.0092,-0.0345,-0.0322,0,56,22
2017-Jun,Chile,0.023342742,0.00300316,110.71,-0.009587314,114.2591,0.0031,-0.0345,-0.0322,0,56,23
2017-Jun,Canada,0.038135051,-0.00355468,100.13,0.011123913,114.2591,0.0045,-0.0345,-0.0322,0,56,24
2017-Jun,Australia,0.040291018,-0.0014734,109.2,-0.007376148,114.2591,0.0042,-0.0345,-0.0322,0,56,25
2017-Jun,Mexico,0.018438758,-0.00219348,108.75,0.010195337,114.2591,0.0064,-0.0345,-0.0322,0,56,26
2017-Jun,Brazil,0.056107498,-0.00230112,139.06,-0.015745405,114.2591,0.0057,-0.0345,-0.0322,0,56,27
2017-Jun,Russia,-0.014279626,-0.01073884,116.4,0.005544475,114.2591,0.0077,-0.0345,-0.0322,0,56,28
2017-May,Ireland,0.016061058,0.00056605,101.17,0.022837977,114.7698,0.0049,-0.1944,-0.1735,0,57,13
2017-May,Indonesia,-0.000300233,-0.00258454,105.16,-0.000300188,114.7698,0.0014,-0.1944,-0.1735,0,57,14
2017-May,Netherlands,0.016061058,-0.00312618,96.17,0.022837977,114.7698,0.0049,-0.1944,-0.1735,0,57,15
2017-May,Denmark,0.016399557,0.00128407,98.93,0.022350779,114.7698,0.0049,-0.1944,-0.1735,0,57,16
2017-May,Malaysia,-0.002800469,-0.00224287,101.15,0.019400357,114.7698,0.002,-0.1944,-0.1735,0,57,17
2017-May,Colombia,-0.042164303,-0.00584377,116.45,-0.022439519,114.7698,0.008,-0.1944,-0.1735,0,57,18
2017-May,Peru,0.006845032,-0.0024908,101.58,0.000369891,114.7698,0.0039,-0.1944,-0.1735,0,57,19
2017-May,Norway,0.010536953,-0.00306483,108.01,0.001548628,114.7698,0.0062,-0.1944,-0.1735,0,57,20
2017-May,New_Zealand,0.034691976,0.00148178,105.95,-0.020042485,114.7698,0.0056,-0.1944,-0.1735,0,57,21
2017-May,South_Africa,0.004122519,-0.0047879,114.55,0.004323887,114.7698,0.0105,-0.1944,-0.1735,0,57,22
2017-May,Chile,0.012592892,-0.00121959,110.8,-0.010892959,114.7698,0.0051,-0.1944,-0.1735,0,57,23
2017-May,Canada,0.040593609,-0.00275705,98.58,-0.025148761,114.7698,0.0037,-0.1944,-0.1735,0,57,24
2017-May,Australia,0.034009232,-0.00805769,108.3,-0.019058279,114.7698,0.0047,-0.1944,-0.1735,0,57,25
2017-May,Mexico,0.027022492,-0.00158172,105.33,-0.004796172,114.7698,0.0067,-0.1944,-0.1735,0,57,26
2017-May,Brazil,-0.024524765,-0.00186248,144.25,-0.016765491,114.7698,0.0211,-0.1944,-0.1735,0,57,27
2017-May,Russia,-0.040146455,-0.00704054,118.78,-0.012040565,114.7698,0.0078,-0.1944,-0.1735,0,57,28
2017-Apr,Ireland,0.03126384,-0.00007582,99.78,0.006973266,115.6558,0.0044,-0.1,0.1042,0,58,13
2017-Apr,Indonesia,0.000450315,0.00004064,105.25,0.000600285,115.6558,0.0014,-0.1,0.1042,0,58,14
2017-Apr,Netherlands,0.03126384,0.0011146,95.41,0.006973266,115.6558,0.0044,-0.1,0.1042,0,58,15
2017-Apr,Denmark,0.03148648,-0.00121762,97.99,0.006738455,115.6558,0.0043,-0.1,0.1042,0,58,16
2017-Apr,Malaysia,0.013924569,0.00007222,99.72,0.00315956,115.6558,0.0021,-0.1,0.1042,0,58,17
2017-Apr,Colombia,0.007621772,0.00244764,118.46,0.017454871,115.6558,0.0051,-0.1,0.1042,0,58,18
2017-Apr,Peru,-0.007800304,-0.00103745,103.01,0.005593303,115.6558,0.0013,-0.1,0.1042,0,58,19
2017-Apr,Norway,0.017372935,0.00541778,108.95,-0.023866301,115.6558,0.0051,-0.1,0.1042,0,58,20
2017-Apr,New_Zealand,0.030974659,0.00127516,106.72,-0.026066992,115.6558,0.0041,-0.1,0.1042,0,58,21
2017-Apr,South_Africa,0.019673162,-0.0030875,113.83,-0.022974788,115.6558,0.0106,-0.1,0.1042,0,58,22
2017-Apr,Chile,-0.009587314,-0.00384365,113.78,-0.013792901,115.6558,0.0045,-0.1,0.1042,0,58,23
2017-Apr,Canada,0.011123913,0.00084396,100.24,-0.000901917,115.6558,0.0035,-0.1,0.1042,0,58,24
2017-Apr,Australia,-0.007376148,-0.00703341,110.37,-0.003794574,115.6558,0.0043,-0.1,0.1042,0,58,25
2017-Apr,Mexico,0.010195337,0.00056692,105.86,0.071127344,115.6558,0.0079,-0.1,0.1042,0,58,26
2017-Apr,Brazil,-0.015745405,-0.00342925,147.82,-0.004621614,115.6558,0.0075,-0.1,0.1042,0,58,27
2017-Apr,Russia,0.005544475,0.00399388,121.54,0.036029849,115.6558,0.0075,-0.1,0.1042,0,58,28
2017-Mar,Ireland,0.022837977,-0.00023171,99.97,-0.020590339,116.1204,0.0054,-0.2308,0.0321,0,59,13
2017-Mar,Indonesia,-0.000300188,-0.00587569,105.71,0.00119949,116.1204,0.0013,-0.2308,0.0321,0,59,14
2017-Mar,Netherlands,0.022837977,-0.00875373,95.39,-0.020590339,116.1204,0.0054,-0.2308,0.0321,0,59,15
2017-Mar,Denmark,0.022350779,-0.00278016,98.35,-0.020411219,116.1204,0.0054,-0.2308,0.0321,0,59,16
2017-Mar,Malaysia,0.019400357,-0.01520504,99.89,-0.00225581,116.1204,0.0013,-0.2308,0.0321,0,59,17
2017-Mar,Colombia,-0.022439519,-0.00510966,116.17,-0.001780152,116.1204,0.007,-0.2308,0.0321,0,59,18
2017-Mar,Peru,0.000369891,-0.00362194,103.54,0.001286331,116.1204,0.003,-0.2308,0.0321,0,59,19
2017-Mar,Norway,0.001548628,-0.01889257,110.46,-0.018181007,116.1204,0.0058,-0.2308,0.0321,0,59,20
2017-Mar,New_Zealand,-0.020042485,0.00080365,107.91,-0.016004757,116.1204,0.006,-0.2308,0.0321,0,59,21
2017-Mar,South_Africa,0.004323887,-0.00101502,119.51,0.025980765,116.1204,0.0122,-0.2308,0.0321,0,59,22
2017-Mar,Chile,-0.010892959,-0.0043364,113.31,-0.00359006,116.1204,0.0046,-0.2308,0.0321,0,59,23
2017-Mar,Canada,-0.025148761,-0.0048973,100.73,-0.020587957,116.1204,0.0037,-0.2308,0.0321,0,59,24
2017-Mar,Australia,-0.019058279,-0.00250517,112.39,0.009711362,116.1204,0.0062,-0.2308,0.0321,0,59,25
2017-Mar,Mexico,-0.004796172,-0.00221681,103.27,0.035770451,116.1204,0.0067,-0.2308,0.0321,0,59,26
2017-Mar,Brazil,-0.016765491,-0.00175894,149.42,0.013452186,116.1204,0.0066,-0.2308,0.0321,0,59,27
2017-Mar,Russia,-0.012040565,-0.0131572,118.89,0.030381844,116.1204,0.0071,-0.2308,0.0321,0,59,28
2017-Feb,Ireland,0.006973266,0.0006344,99.22,0.026470477,117.7858,0.0035,0.0196,-0.0069,0,60,13
2017-Feb,Indonesia,0.000600285,-0.00450929,105.89,0.00917335,117.7858,0.0011,0.0196,-0.0069,0,60,14
2017-Feb,Netherlands,0.006973266,-0.00126651,94.98,0.026470477,117.7858,0.0035,0.0196,-0.0069,0,60,15
2017-Feb,Denmark,0.006738455,0.00152972,98.33,0.025463741,117.7858,0.0036,0.0196,-0.0069,0,60,16
2017-Feb,Malaysia,0.00315956,-0.00603674,100.07,0.012678992,117.7858,0.0009,0.0196,-0.0069,0,60,17
2017-Feb,Colombia,0.017454871,-0.000232,118.75,0.028042378,117.7858,0.0065,0.0196,-0.0069,0,60,18
2017-Feb,Peru,0.005593303,0.00179964,102.42,0.026518421,117.7858,0.0037,0.0196,-0.0069,0,60,19
2017-Feb,Norway,-0.023866301,-0.01083317,113.01,0.046933605,117.7858,0.0042,0.0196,-0.0069,0,60,20
2017-Feb,New_Zealand,-0.026066992,-0.0004563,111.22,0.051250072,117.7858,0.0042,0.0196,-0.0069,0,60,21
2017-Feb,South_Africa,-0.022974788,0.00127931,116.76,0.019933579,117.7858,0.0083,0.0196,-0.0069,0,60,22
2017-Feb,Chile,-0.013792901,0.00240539,116.22,0.032558261,117.7858,0.0049,0.0196,-0.0069,0,60,23
2017-Feb,Canada,-0.000901917,0.00045884,103.17,0.030390123,117.7858,0.0037,0.0196,-0.0069,0,60,24
2017-Feb,Australia,-0.003794574,0.00216564,112.95,0.049746707,117.7858,0.0041,0.0196,-0.0069,0,60,25
2017-Feb,Mexico,0.071127344,0.00069714,97.67,-0.00563219,117.7858,0.0083,0.0196,-0.0069,0,60,26
2017-Feb,Brazil,-0.004621614,0.00124426,151.01,0.032014477,117.7858,0.0069,0.0196,-0.0069,0,60,27
2017-Feb,Russia,0.036029849,-0.00260791,118.25,0.019216148,117.7858,0.0087,0.0196,-0.0069,0,60,28
2017-Jan,Ireland,-0.020590339,0.00068632,99.36,-0.006825318,117.9048,0.0057,0.0851,-0.069,0,61,13
2017-Jan,Indonesia,0.00119949,0.00349946,106.72,0.005921557,117.9048,0.0024,0.0851,-0.069,0,61,14
2017-Jan,Netherlands,-0.020590339,0.00503618,94.98,-0.006825318,117.9048,0.0057,0.0851,-0.069,0,61,15
2017-Jan,Denmark,-0.020411219,0.00309476,98.35,-0.005436763,117.9048,0.0058,0.0851,-0.069,0,61,16
2017-Jan,Malaysia,-0.00225581,0.00867597,99.65,-0.004581781,117.9048,0.0016,0.0851,-0.069,0,61,17
2017-Jan,Colombia,-0.001780152,0.00156627,116.87,0.023867481,117.9048,0.0061,0.0851,-0.069,0,61,18
2017-Jan,Peru,0.001286331,0.00293624,101.12,0.016143212,117.9048,0.0042,0.0851,-0.069,0,61,19
2017-Jan,Norway,-0.018181007,0.01276891,111.81,-0.013815031,117.9048,0.0056,0.0851,-0.069,0,61,20
2017-Jan,New_Zealand,-0.016004757,0.00084311,110.72,-0.019969284,117.9048,0.0073,0.0851,-0.069,0,61,21
2017-Jan,South_Africa,0.025980765,0.00064345,113.47,0.025092018,117.9048,0.0092,0.0851,-0.069,0,61,22
2017-Jan,Chile,-0.00359006,0.00411922,114.28,0.009220904,117.9048,0.0064,0.0851,-0.069,0,61,23
2017-Jan,Canada,-0.020587957,0.00274809,103,0.000223356,117.9048,0.006,0.0851,-0.069,0,61,24
2017-Jan,Australia,0.009711362,0.00258646,110.83,-0.022882412,117.9048,0.0055,0.0851,-0.069,0,61,25
2017-Jan,Mexico,0.035770451,0.00087409,93.04,-0.007170226,117.9048,0.0109,0.0851,-0.069,0,61,26
2017-Jan,Brazil,0.013452186,0.00139082,148.24,0.03903508,117.9048,0.0069,0.0851,-0.069,0,61,27
2017-Jan,Russia,0.030381844,0.00612861,116.44,0.044909413,117.9048,0.0072,0.0851,-0.069,0,61,28
2016-Dec,Ireland,0.026470477,0.00049643,99.52,-0.036546453,116.1075,0.0059,0.0217,-0.1818,0,62,13
2016-Dec,Indonesia,0.00917335,0.00276113,106.11,-0.037828325,116.1075,0.003,0.0217,-0.1818,0,62,14
2016-Dec,Netherlands,0.026470477,0.01555607,95.2,-0.036546453,116.1075,0.0059,0.0217,-0.1818,0,62,15
2016-Dec,Denmark,0.025463741,0.0056005,98.09,-0.036631796,116.1075,0.0059,0.0217,-0.1818,0,62,16
2016-Dec,Malaysia,0.012678992,0.02130117,99.17,-0.063344491,116.1075,0.0017,0.0217,-0.1818,0,62,17
2016-Dec,Colombia,0.028042378,0.00688525,113.88,-0.023367856,116.1075,0.0063,0.0217,-0.1818,0,62,18
2016-Dec,Peru,0.026518421,0.00272522,100.22,-0.014951672,116.1075,0.0031,0.0217,-0.1818,0,62,19
2016-Dec,Norway,0.046933605,0.02688097,111.41,-0.031348511,116.1075,0.0067,0.0217,-0.1818,0,62,20
